ID ,Tweets,Label
50688,"@USER Does this line sound familiar it is too soon to talk gun control""? This the the typical NRA funded GOP response to NRA sponsored mass murder.""",TIN
77015,@USER @USER She is a Sick Corrupt Ignorant Moron!,TIN
72536,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Just keep putting your violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about out on the streets for voters to see. That will do it. Voters love violence &amp; lunatic liberals out of their minds.  TAKE TO THE STREETS VIOLENT LIBERALS!,TIN
25533,@USER Not really. Gun control limits one capability to personally safety. It makes it even harder for good people to buy guns legally. It will even make it hard for women to obtain guns for self defense. Just keep a simple background check system we already have.,TIN
27335,@USER @USER God thing we have Beto in Texas. He is for decriminalizing crossing the border. He is for reasonable gun control for Texas citizens. Someone could get hurt if citizens try to defend themselves. Poor Arizona you need a Beto of your own.,TIN
74318,@USER I donâ€™t care how good a player he is if I owned his club Iâ€™d suspend him for a year make him train with the youngsters to tell them what bad looks like set the example,TIN
66464,Alaye turn if your maga don pay,TIN
35874,@USER @USER Conservatives would do anything to eliminate the value of laborers in this country. People worked and died for this holiday. Don't want to see it lost to some fake Constitution worshiping by people who do not value the Constitution in any way such as the Far Right.,TIN
12789,@USER Chicago has record number of homicides! Their gun control laws are not working!,UNT
42141,"9/9 push a narrative. Remember it's their place to tell us what to think. Well I'll gladly be, as Hillary said a DEPLORABLE"", ""IRREDEEMABLE""  or as gropy Joe  just said, ""DREGS OF SOCIETY"". Tells us all how they feel about the middle class, Christians and Conservatives. #VoteRed""",TIN
19303,"@USER Hallo please find the unroll here: Thread by @USER 1. Moore's failure to deal with the foul smear against him, is a good example of how the new rules could apply. The firs [â€¦]"" #FakeNews #MAGA URL See you soon. ðŸ¤–""",TIN
60929,@USER LOOK UP #Kavanaugh  STOP THIS SHIT!. #MAGA URL,TIN
29049,@USER ðŸ˜‚that zombie walk was a little scary. Remember when that zombie said he was going to eat Shonâ€™s buttðŸ’€,TIN
80826,@USER I knew I wouldnâ€™t like what he did but I never ever thought that every single Republican but sit by and let him do what he is doing now regarding everything that you mentioned in your tweet pretty,TIN
16755,@USER He knew the email were released earlier! Just pandering to his ignorant base,TIN
93365,@USER Oh I never had any doubt.. Read all about the Dirty Wars too..He is a slovenly POS.. Jesuit who worships Satan..,TIN
37866,@USER Calling it something different still a PAC.  You are for  NO BORDERS= NO COUNTRY  HIGHER TAXES Gun control SOCIALIST REMOVING ICE YOU WORK FOR ILLEGALS FOR BRAC NO FAMILY TEXAS VALUES WE ARENT CALIFORNIA LIKE JONES U PPL DONT EVEN LIVE HERE. Stay in DC,UNT
23352,@USER Antifa simply wants us to kill them. By the way. Most of us carry a back up. And a knife,TIN
11095,Ainâ€™t getting no pussy huh? URL,UNT
13966,@USER @USER Occupy Wall Street.....where women got raped,TIN
72803,@USER you are a DISGRACE,TIN
28296,"@USER sadly, you blew it in this interview.  You are, or will be, bought.  You did not pass the litmus test"" for what a Real Progressive is....You have mistakenly alienated what's left of the Dem base, thanks to HRC,  and you need us, know it or not. URL",TIN
75968,@USER @USER Too bad Antifa crashes GOP townhalls.,TIN
38422,@USER @USER @USER @USER Kamala Harris is rapidly gaining a reputation as the most dishonest senator,TIN
63235,#HanoiJane Fonda Campaigns for Gun Control Measure; Will it Backfire? -   Liberty Park Press URL,TIN
45414,@USER No one is mistreating her but you are all mistreating Kavanaugh. This man may be innocent but you liberals are jumping on this just because you hate Trump. So you all do the right thing and after 36 years it's her word against his so there is no contest.,TIN
90806,@USER you're on fucking drugs my dude,UNT
99766,@USER @USER @USER She is a complete idiotðŸ¤¡ðŸ˜¡,TIN
15485,@USER @USER And i can show you plenty of lefties like antifa getting pummeled like the weak punks they are lol,TIN
82223,@USER @USER So you are going to deflect away from nearly 3000 dead due the the lack of post hurricane support from the Trump administration by using the deportation of a single 92 year old man? You sir are the offensive one.,TIN
10238,@USER Love u bitch,TIN
51617,@USER THIS IS SO FUCKINGNDBS FUNNYHEJS,UNT
98538,@USER help! I already have a verify account but when I try to use it it wants further details (passport) which I donâ€™t have with me. So I phone instead and after two minutes of pointless messages it tells me you are busy and hang up!!! What rubbish service.,TIN
48692,@USER @USER @USER You are such a lier and all for money. Nobody wants â€œ francoismâ€ here in Spain! Except ppl like you and your fascists separatists friends to smoke screen all the money embezzlement here in Catalonia! Why all your friends are with Vlaams Belang? &amp;the Italian nazis? NAZI URL,TIN
40054,@USER He is an egomaniac and doesnâ€™t like to lose so he will spend money for free agency and his drafts are better,TIN
15577,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why to the cowards not list ANTIFA on their profiles. Cowards or terrorist or both... Iâ€™ll go with both!,TIN
83927,@USER Booo.  Hooo hoo  who raised these spoiled brats ?,TIN
49864,@USER @USER He is nothing but a left wing unhinged liberal jerk!!!  He needs to shut the F-up!!! 8yrsof him was a life time of BS!!!!,TIN
32504,@USER You are missing brains?,TIN
17590,@USER @USER Very disturbed by how this platform has become like a dictatorship from the Soviet state.,TIN
64423,@USER @USER This is dumb! What is the point?,TIN
39865,@USER Fuck bfa im going back to rift,TIN
58318,@USER Bite your vicious tongue!!,TIN
99197,@USER ðŸ˜‚ ðŸ˜‚ ðŸ˜‚ You are delusional URL,TIN
85813,@USER KKK and ANTIFA both hate groups created by the Democrats,TIN
42594,"@USER @USER Daniels said her job does not reflect her character, really. She is a cheap, sleezy porn lap dancer. The is no high road"" to take in that type of job""",TIN
62926,@USER @USER @USER @USER Tweet is directed at him.  I can care less about whatever it is he is blathering about.,TIN
35683,/63 More evidence Liberals only goal is to sabotage #NAFTA to make Trump the enemy and to get Trump Hate vote in Canada for election 2019.   URL,TIN
84074,@USER @USER @USER Fk River you are a sick individual. Get a life or make the world a better place or end yours. No loss trash IMHO,TIN
42883,@USER Gotta keep that gun control law to get those terrorists,TIN
43409,@USER @USER @USER @USER @USER @USER @USER @USER This sounds as relevant as the march in Mumbai by the woke snowflakes for Gun ControlðŸ˜‚. Abortion in India is legal and only the woman's choice is required. Take your circus elsewhere. Instead take up the issue of oppression of Hindus in India. This is at least relevant.,TIN
84054,@USER @USER @USER Supporting an apartheid state which commits international war crimes. Shame on you.,TIN
67471,@USER Unfirtunately i have seen hispanics justifying shit from trump. I argued with two family members of mine who believes trump did helped PR a lot.   And i have a relative who he is a trump fan  &amp; agreeds that the majority of immigrants that come are bad.   It is upsetting,TIN
47552,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I havent checked it so i cant say anything.,TIN
76221,@USER #CrookedHillary are you drunk again?  Go back to bed granny.#TrumpTrain #MAGA #Deplorables #DregOfSociety,TIN
90064,@USER @USER @USER The bigger problem is liberal gun control nuts that want open borders to try and â€˜cleanseâ€™ a society from established cultures. Then create a ruling class or a communist structure that has been proven to fail. England is now a Muslim breeding ground. Shameful,TIN
58600,@USER Shocking almost all liberals are crazy and insane since that Clinton witch lost theyâ€™ve become #unhinged #deranged  and a bunch of damn #crybabies stop acting like children and grow up,TIN
66104,@USER @USER I'm talking about someone from a historical background and heritage of Guns. She a Roman catholic... They are generally all for gun control. You do your research sir.,TIN
91479,"A Pittsburgh #Antifa cell that is conducting weapons training to fight racists in the streets"" openly embraces mass murder. The ""MLM"" in that graffiti stands for Marxist-Leninist-Maoist. Mao's Communist regime killed 45 million people in the Venetian ballroom, at capacity. ðŸ‡ºðŸ‡¸""",TIN
10987,"@USER @USER Well, see, if I start talking at Dana about sensible gun control laws and she ignores me (or calls me a tragedy dry-humping whore"" as she did @USER then we aren't having a conversation. I'm just talking into the void.""",UNT
30122,@USER @USER coming from a guy who should be arrested and charged as an accessory. I hat a deranged individual.,TIN
68505,@USER It really is unbelievable that he feels itâ€™s ok to call citizens worse than deplorable. Heâ€™s nuts. No wonder ppl are running to Reps. He obviously thinks he is way better than us. Time to go away Mr. Biden!,TIN
85878,@USER @USER Youâ€™re in embarrassment to the Republican Party! Glad you took the cowardly way out and quit!,TIN
13874,@USER @USER @USER Here your proof!  Our African ðŸ‡ºðŸ‡¸ friends don't get free college.  The Demoncratic are putting illegals over ðŸ‡ºðŸ‡¸ ppl. These Antifa Ninja Turtles running around acting like jihadist and never lived a real life experience. Most of these Antifa colleges kids are White privileged,TIN
45517,@USER Qual? URL,UNT
64790,@USER @USER @USER Almost every one I talked to at work today said fuck canelo. He is the new mayweather,TIN
66185,@USER I hope it was. Fucken dinosaur thought he Steinbrenner ðŸ˜‚ðŸ˜‚,TIN
